Greed|375.0
Book of|310.0
Forbidden|138.0
Broken World|130.0
PSY-Frame|72.0
Harpie|46.0
Hole|17.0
Adventurer Token|9.0
Gravekeeper's|9.0
Kaiju|9.0
Tenpai Dragon|8.0
Raidraptor|8.0
Sangen|8.0
Dinowrestler|7.0
Branded|6.0
Scareclaw|6.0
Fiendsmith|5.0
Blackwing|5.0
Chimera|4.0
Fabled|3.0
Runick|3.0
Superheavy Samurai|3.0
Solemn|3.0
Knightmare|2.0
Kuriboh|2.0
Horus|2.0
Roid|2.0
Exchange of the Spirit|2.0
Egyptian God|2.0
Speedroid|2.0
D.D.|2.0
Tearlaments|2.0
Spright|1.0
Superheavy|1.0
Trap Monster|1.0
"""C"""|1.0
Herald|1.0
Phantom Knights|1.0
Performapal|1.0
Manadome|1.0
Dragunity|1.0
Dark Magician|1.0
Danger!|1.0
Crystal Beast|1.0
Contact|1.0
Anti|1.0
Altergeist|1.0
Vanquish Soul|1.0
